"11_shostakovich/CrossComp-1066_11_shostakovich_at_the_sainte_jail.mp3",0.000000000,"N"
,0.300000000,"C_maj"
,1.100000000,"Eb_maj_maj7"
,2.400000000,"F_maj"
,3.800000000,"E_maj"
,4.500000000,"G_maj_maj7"
,5.600000000,"A_maj_min7"
,6.400000000,"B_maj"
,7.900000000,"Ab_maj"
,8.500000000,"Bb_min_min7"
,10.500000000,"F#_maj"
,11.200000000,"F_maj"
,11.800000000,"Eb_maj"
,13.300000000,"E_maj"
,13.900000000,"D_maj_maj7"
,15.300000000,"B_maj"
,16.000000000,"A_min"
,17.600000000,"C_maj"
,18.900000000,"Bb_maj"
,21.900000000,"F#_maj_min7"
,25.300000000,"C#_maj"
,30.000000000,"C_min_min7"
,31.400000000,"E_maj"
,32.700000000,"A_min"
,34.200000000,"A_maj"
,36.300000000,"F_maj"
,37.000000000,"D_maj"
,37.600000000,"G_maj"
,39.600000000,"Ab_maj_maj7"
,40.100000000,"F#_maj"
,41.400000000,"B_maj"
,42.900000000,"Bb_maj"
,48.000000000,"E_dim"
,50.200000000,"Eb_maj"
,55.400000000,"Eb_dim"
,57.300000000,"F_dim_min7"
,58.300000000,"G_dim"
,60.100000000,"D_maj"
,62.300000000,"G_maj_min7"
,65.600000000,"C_maj"
,67.400000000,"D_maj_min7"
,69.700000000,"Eb_dim"
,70.800000000,"F_maj_maj7"
,72.400000000,"A_maj"
,73.600000000,"Eb_maj_maj7"
,74.700000000,"B_aug"
,76.100000000,"C_min_min7"
,78.000000000,"F#_maj"
,81.100000000,"A_maj"
,82.100000000,"Eb_min_min7"
,83.200000000,"A_maj"
,85.300000000,"E_dim_min7"
,86.600000000,"F_maj_maj7"
,89.400000000,"E_dim_min7"
,91.700000000,"C_dim_min7"
,93.400000000,"D_maj"
,97.400000000,"G_min"
,99.900000000,"Bb_maj"
,103.400000000,"E_min"
,106.800000000,"C#_min"
,108.000000000,"Bb_min_min7"
,109.500000000,"Eb_min"
,113.000000000,"A_maj"
,116.800000000,"C_maj"
,119.900000000,"Bb_maj"
,126.700000000,"Ab_maj_min7"
,130.100000000,"A_maj_min7"
,132.200000000,"C#_min"
,134.800000000,"Eb_maj_min7"
,136.600000000,"Bb_maj_maj7"
,139.800000000,"C_maj"
,142.000000000,"B_maj"
,145.100000000,"Bb_maj_min7"
,153.000000000,"D_maj_min7"
,154.400000000,"C#_maj_maj7"
,162.200000000,"B_maj_min7"
,165.000000000,"F_maj_min7"
,168.000000000,"E_maj"
,169.400000000,"N"
,175.500000000,"E_maj"
,176.500000000,"Bb_maj_min7"
,177.700000000,"D_maj"
,178.800000000,"C_min"
,181.900000000,"F#_maj"
,183.000000000,"D_dim_min7"
,185.100000000,"A_maj"
,186.200000000,"Ab_maj_min7"
,188.400000000,"Eb_maj_min7"
,189.700000000,"C#_maj_maj7"
,191.700000000,"Bb_maj"
,192.800000000,"G_maj_maj7"
,195.900000000,"Ab_maj_min7"
,198.100000000,"D_min_min7"
,200.700000000,"E_maj_maj7"
,202.900000000,"F#_maj_maj7"
,204.100000000,"E_min"
,206.300000000,"Eb_maj"
,207.100000000,"D_maj_maj7"
,210.500000000,"D_min_min7"
,212.300000000,"F#_min_min7"
,213.800000000,"G_min_min7"
,221.300000000,"C_maj"
,222.400000000,"B_maj"
,223.500000000,"Bb_maj_maj7"
,227.000000000,"C_maj"
,227.900000000,"G_maj_maj7"
,230.100000000,"C#_maj_maj7"
,233.800000000,"C_maj_min7"
,235.000000000,"A_min"
,236.200000000,"Bb_maj"
,237.400000000,"C_min"
,239.200000000,"C_aug"
,239.600000000,"A_dim_dim7"
,241.900000000,"Eb_maj"
,243.000000000,"Eb_min_min7"
,244.100000000,"B_maj_min7"
,245.300000000,"C#_maj_maj7"
,247.300000000,"B_dim_min7"
,250.800000000,"D_maj_min7"
,256.400000000,"B_maj"
,258.500000000,"Ab_min"
,260.800000000,"Bb_maj_maj7"
,262.700000000,"B_dim_min7"
,264.300000000,"C_maj_maj7"
,267.200000000,"Ab_min_min7"
,273.200000000,"B_min_min7"
,274.500000000,"Bb_maj"
,276.700000000,"D_maj_min7"
,277.700000000,"C_maj_maj7"
,278.800000000,"C#_min"
,280.000000000,"Eb_maj_maj7"
,281.300000000,"E_min_min7"
,283.100000000,"Ab_maj_min7"
,284.100000000,"B_dim_min7"
,285.600000000,"C_maj_min7"
,286.800000000,"F_maj"
,288.900000000,"Ab_dim"
,290.000000000,"E_min"
,291.100000000,"G_maj_min7"
,294.000000000,"F#_maj_maj7"
,297.800000000,"Eb_maj_maj7"
,301.000000000,"F_maj"
,304.600000000,"F#_maj"
,306.100000000,"Eb_min"
,306.600000000,"D_maj"
,307.700000000,"C#_maj_maj7"
,308.900000000,"Bb_maj"
,310.500000000,"G_maj_min7"
,311.200000000,"E_maj_min7"
,313.500000000,"B_maj_min7"
,315.500000000,"A_maj_min7"
,317.500000000,"Ab_maj"
,322.800000000,"Bb_maj"
,323.600000000,"F_dim"
,324.700000000,"Bb_min_min7"
,325.900000000,"Bb_maj_min7"
,327.700000000,"F_dim"
,328.600000000,"Bb_min"
,330.500000000,"B_maj_maj7"
,333.300000000,"A_maj_min7"
,334.400000000,"C#_maj"
,335.500000000,"Ab_maj"
,336.300000000,"G_maj"
,337.500000000,"D_maj"
,340.800000000,"C#_maj_maj7"
,344.000000000,"Bb_maj"
,345.900000000,"G_maj_min7"
,350.100000000,"E_maj"
,351.000000000,"F_maj_maj7"
,354.000000000,"C_maj"
,357.100000000,"Ab_maj"
,359.200000000,"G_maj_min7"
,362.800000000,"Bb_maj"
,367.600000000,"F_maj_min7"
,369.500000000,"F#_maj_min7"
,370.600000000,"A_dim_min7"
,371.400000000,"C#_maj_min7"
,373.000000000,"B_maj_maj7"
,375.000000000,"A_maj_min7"
,377.400000000,"C#_maj_min7"
,378.900000000,"Eb_maj"
,382.900000000,"Bb_maj"
,383.900000000,"F_min_min7"
,387.500000000,"B_maj_maj7"
,388.500000000,"Bb_maj"
,393.000000000,"B_maj_maj7"
,401.800000000,"C#_maj"
,403.700000000,"F#_dim"
,405.000000000,"A_dim_min7"
,406.900000000,"C_dim"
,408.900000000,"C#_maj"
,409.900000000,"C_maj"
,410.900000000,"Bb_min"
,411.900000000,"Ab_maj_min7"
,414.100000000,"C_maj_maj7"
,416.300000000,"Bb_maj_min7"
,418.300000000,"E_min"
,420.300000000,"Bb_maj_min7"
,422.900000000,"F_maj"
,423.900000000,"A_maj"
,425.300000000,"G_maj_maj7"
,429.600000000,"Eb_maj"
,430.900000000,"A_maj_min7"
,431.900000000,"F_min"
,432.900000000,"E_min_min7"
,434.600000000,"Eb_dim"
,435.600000000,"C#_maj_min7"
,437.000000000,"E_maj"
,441.500000000,"A_dim_min7"
,443.400000000,"Ab_dim"
,447.800000000,"F_min_min7"
,450.600000000,"E_maj"
,451.600000000,"F_maj"
,452.600000000,"E_maj"
,453.600000000,"F_maj"
,454.700000000,"E_maj"
,455.700000000,"F_maj"
,456.800000000,"E_maj"
,457.700000000,"D_min"
,458.500000000,"C#_min_min7"
,459.500000000,"B_dim"
,460.600000000,"C#_min_min7"
,461.600000000,"D_min"
,464.300000000,"E_maj"
,465.400000000,"G_maj"
,467.300000000,"C_maj_maj7"
,469.300000000,"Bb_maj_maj7"
,471.400000000,"E_maj_min7"
,472.300000000,"F_maj"
,473.400000000,"F#_maj"
,474.400000000,"E_maj"
,475.400000000,"Eb_maj"
,476.500000000,"C#_maj"
,477.600000000,"D_maj_maj7"
,479.000000000,"G_min"
,482.800000000,"D_maj_maj7"
,484.400000000,"B_maj"
,487.400000000,"G_maj"
,488.600000000,"Ab_maj"
,490.100000000,"F_min"
,490.800000000,"E_maj"
,491.800000000,"Eb_maj_maj7"
,493.000000000,"F_maj_maj7"
,497.600000000,"F#_maj"
,500.200000000,"A_maj_min7"
,504.700000000,"Bb_maj_min7"
,507.400000000,"D_maj"
,509.400000000,"E_maj"
,511.500000000,"Eb_maj"
,514.000000000,"C#_maj"
,516.300000000,"C_maj"
,527.600000000,"F_maj"
,534.900000000,"C_maj"
,543.700000000,"C#_maj"
,562.600000000,"B_maj"
,568.600000000,"F#_maj"
,572.100000000,"C_dim_min7"
,574.900000000,"F_min"
,580.200000000,"C_maj"
,586.300000000,"Bb_maj"
,587.600000000,"B_maj"
,588.900000000,"C#_maj_maj7"
,592.400000000,"C_maj"
,596.700000000,"N"
,596.900000000,"N"
"11_shostakovich/CrossComp-1069_11_shostakovich_conclusion.mp3",0.000000000,"N"
,17.800000000,"G_maj_maj7"
,22.200000000,"B_maj_min7"
,23.400000000,"E_maj_min7"
,25.100000000,"Bb_aug"
,26.400000000,"G_maj_min7"
,28.200000000,"Bb_maj_min7"
,29.400000000,"A_dim_dim7"
,31.100000000,"Eb_maj_maj7"
,32.200000000,"D_maj_maj7"
,33.000000000,"Ab_maj_maj7"
,34.600000000,"F_maj_maj7"
,36.500000000,"Bb_aug"
,38.600000000,"F#_min"
,39.400000000,"G_maj_maj7"
,40.100000000,"F_maj_maj7"
,41.900000000,"F_dim_min7"
,53.500000000,"A_aug"
,65.400000000,"N"
,66.400000000,"N"
"11_shostakovich/CrossComp-1064_11_shostakovich_de_profundis.mp3",0.000000000,"N"
,0.700000000,"C_min_min7"
,8.000000000,"D_maj_maj7"
,12.600000000,"N"
,14.800000000,"C_maj_maj7"
,17.800000000,"G_maj"
,22.300000000,"C_maj"
,23.600000000,"G_dim"
,26.700000000,"C_min"
,30.400000000,"F#_maj"
,34.500000000,"F_min"
,37.200000000,"Eb_maj_maj7"
,38.300000000,"D_maj"
,42.300000000,"D_min"
,46.700000000,"C#_maj_maj7"
,50.200000000,"B_min"
,51.900000000,"Bb_min"
,55.100000000,"C#_maj_min7"
,64.000000000,"Bb_maj"
,67.400000000,"C#_maj_maj7"
,71.200000000,"G_maj_min7"
,73.300000000,"C#_maj"
,77.500000000,"Bb_min_min7"
,82.700000000,"F_maj"
,83.900000000,"E_maj"
,86.400000000,"A_maj_maj7"
,93.200000000,"F#_maj"
,97.300000000,"D_maj"
,98.900000000,"G_maj_maj7"
,100.400000000,"Bb_dim_min7"
,101.700000000,"F#_maj_maj7"
,105.600000000,"G_maj"
,107.800000000,"Ab_maj_maj7"
,109.200000000,"B_dim_min7"
,111.500000000,"D_maj"
,112.900000000,"Ab_maj_maj7"
,115.200000000,"D_maj"
,116.600000000,"E_maj"
,118.200000000,"F_maj_maj7"
,122.100000000,"E_min_min7"
,131.500000000,"B_min"
,134.800000000,"F_maj"
,138.300000000,"Eb_maj"
,151.700000000,"G_dim"
,153.000000000,"C_maj"
,155.300000000,"D_maj_min7"
,157.200000000,"C_maj_min7"
,163.100000000,"F_maj"
,166.200000000,"G_dim"
,167.900000000,"Bb_maj"
,174.800000000,"B_dim_min7"
,175.600000000,"G_min"
,178.600000000,"C#_maj"
,180.500000000,"F#_maj_maj7"
,183.600000000,"Eb_maj"
,184.800000000,"C_maj_min7"
,187.300000000,"E_maj_maj7"
,192.300000000,"D_min_min7"
,196.200000000,"Ab_min"
,197.400000000,"Eb_min"
,200.000000000,"E_maj_min7"
,200.700000000,"D_min_min7"
,201.900000000,"Bb_maj_maj7"
,204.900000000,"D_maj"
,212.600000000,"F_maj"
,214.400000000,"Bb_maj_maj7"
,220.100000000,"Eb_maj_maj7"
,223.800000000,"G_min"
,229.700000000,"B_min_min7"
,230.900000000,"F_min"
,232.300000000,"D_maj"
,233.900000000,"Bb_maj_maj7"
,238.600000000,"C_aug"
,240.700000000,"Bb_maj_min7"
,242.700000000,"Bb_maj_maj7"
,248.300000000,"D_maj_min7"
,253.400000000,"G_maj"
,254.900000000,"D_maj"
,256.700000000,"G_maj_maj7"
,263.500000000,"Ab_dim"
,266.900000000,"C#_min"
,270.000000000,"Bb_dim_dim7"
,273.600000000,"G_maj"
,285.100000000,"N"
,289.000000000,"N"
"11_shostakovich/CrossComp-1061_11_shostakovich_fugue_no_10_in_c_sharp_minor.mp3",0.000000000,"N"
,0.600000000,"A_maj_maj7"
,2.400000000,"C#_maj"
,4.300000000,"F#_maj_min7"
,6.600000000,"C#_maj"
,8.500000000,"F#_maj"
,9.200000000,"A_maj_maj7"
,12.900000000,"Ab_min"
,14.800000000,"C#_maj_min7"
,15.500000000,"Bb_min"
,17.000000000,"Ab_min"
,18.700000000,"C#_min"
,22.000000000,"B_maj_min7"
,26.600000000,"A_maj_maj7"
,31.900000000,"F#_min"
,33.600000000,"E_maj_maj7"
,35.400000000,"Eb_dim_min7"
,39.400000000,"C#_min"
,40.200000000,"Ab_min_min7"
,45.900000000,"C#_min"
,49.000000000,"Eb_dim_min7"
,53.900000000,"E_maj_maj7"
,56.600000000,"A_maj"
,59.200000000,"Ab_min"
,60.600000000,"B_maj_min7"
,62.700000000,"C#_min"
,65.900000000,"Ab_min_min7"
,67.200000000,"C#_min"
,69.200000000,"Ab_min_min7"
,73.000000000,"A_maj_maj7"
,78.500000000,"E_maj_maj7"
,81.000000000,"Eb_dim_min7"
,85.600000000,"E_maj_maj7"
,89.600000000,"A_maj_maj7"
,92.500000000,"F#_min_min7"
,93.800000000,"Ab_min"
,94.500000000,"Eb_dim_min7"
,95.300000000,"C#_min_min7"
,97.300000000,"B_maj_min7"
,98.400000000,"Ab_min_min7"
,100.200000000,"A_maj_maj7"
,104.400000000,"B_maj"
,106.700000000,"F#_maj_min7"
,111.100000000,"E_maj_maj7"
,113.800000000,"Eb_dim_min7"
,117.400000000,"Ab_min_min7"
,118.100000000,"F#_min_min7"
,120.700000000,"C#_min"
,122.700000000,"B_min"
,124.100000000,"E_maj_min7"
,127.300000000,"A_maj"
,128.500000000,"B_min_min7"
,134.100000000,"F#_min"
,135.600000000,"E_maj_maj7"
,137.900000000,"B_maj_min7"
,140.000000000,"E_maj"
,141.500000000,"F#_min_min7"
,145.000000000,"Ab_min_min7"
,148.600000000,"F#_min_min7"
,150.400000000,"C#_min_min7"
,151.600000000,"F#_min"
,154.100000000,"E_maj"
,155.700000000,"Ab_min_min7"
,162.300000000,"Eb_min"
,164.700000000,"F_min"
,165.700000000,"C_min_min7"
,167.700000000,"D_min"
,168.400000000,"E_dim_min7"
,169.100000000,"D_min_min7"
,171.000000000,"E_dim_min7"
,172.200000000,"F_maj_maj7"
,173.900000000,"G_min_min7"
,178.000000000,"A_min"
,180.300000000,"C_maj_maj7"
,182.500000000,"D_min_min7"
,186.800000000,"C_maj_maj7"
,190.500000000,"B_dim_min7"
,193.400000000,"A_dim_min7"
,195.100000000,"D_min_min7"
,196.400000000,"B_maj"
,197.600000000,"Ab_maj"
,199.700000000,"D_min_min7"
,200.600000000,"Ab_maj_maj7"
,205.700000000,"D_dim_min7"
,217.900000000,"Ab_maj_maj7"
,221.700000000,"G_min"
,222.700000000,"F_min_min7"
,224.800000000,"Bb_maj_min7"
,226.000000000,"Ab_maj_maj7"
,228.400000000,"D_maj_min7"
,232.000000000,"Eb_maj_maj7"
,232.600000000,"A_dim_dim7"
,233.700000000,"Bb_aug"
,236.400000000,"F#_min_min7"
,238.900000000,"Ab_min"
,241.500000000,"F#_min_min7"
,242.400000000,"Ab_maj"
,245.500000000,"F#_min_min7"
,249.900000000,"Ab_maj_min7"
,250.900000000,"A_maj_maj7"
,272.500000000,"Eb_dim_min7"
,274.700000000,"Ab_maj"
,275.500000000,"F#_min"
,276.300000000,"C#_min_min7"
,278.800000000,"Ab_min_min7"
,280.000000000,"C#_min"
,281.800000000,"Eb_dim_min7"
,284.200000000,"F#_min_min7"
,287.700000000,"C#_min_min7"
,288.800000000,"D_maj_maj7"
,291.300000000,"C#_min_min7"
,292.400000000,"D_maj_maj7"
,305.900000000,"Ab_dim_min7"
,307.100000000,"F#_min_min7"
,310.200000000,"C#_min"
,311.200000000,"Ab_min_min7"
,317.800000000,"C#_min"
,321.700000000,"F#_maj"
,324.400000000,"C#_min_min7"
,327.000000000,"A_maj_maj7"
,331.600000000,"C#_min"
,337.300000000,"N"
,342.500000000,"N"
"11_shostakovich/CrossComp-1023_11_shostakovich_fugue_no_11_in_b_major.mp3",0.000000000,"N"
,1.000000000,"Eb_min_min7"
,16.400000000,"Ab_min_min7"
,27.800000000,"Bb_dim_min7"
,32.200000000,"Ab_min_min7"
,43.900000000,"Eb_min"
,46.200000000,"E_maj_maj7"
,47.300000000,"A_maj_maj7"
,54.000000000,"D_maj_maj7"
,64.000000000,"Ab_min"
,64.900000000,"C#_min_min7"
,67.200000000,"A_min_min7"
,72.900000000,"Ab_min_min7"
,83.700000000,"Eb_min_min7"
,86.600000000,"E_maj_maj7"
,88.200000000,"F_maj"
,88.700000000,"B_maj"
,89.500000000,"C#_min_min7"
,99.200000000,"B_maj"
,100.300000000,"E_maj_maj7"
,106.200000000,"F#_min_min7"
,107.600000000,"C_maj_maj7"
,108.500000000,"Ab_min_min7"
,110.600000000,"D_min_min7"
,111.900000000,"Ab_min_min7"
,115.900000000,"C_aug"
,116.900000000,"F#_dim_min7"
,119.400000000,"D_dim"
,120.500000000,"F#_maj"
,122.200000000,"B_maj"
,130.100000000,"N"
,130.100000000,"N"
"11_shostakovich/CrossComp-1055_11_shostakovich_fugue_no_12_in_g_sharp_minor.mp3",0.000000000,"N"
,0.600000000,"Ab_min_min7"
,10.000000000,"Eb_min_min7"
,15.600000000,"C#_min_min7"
,23.400000000,"Ab_min_min7"
,25.900000000,"Eb_min_min7"
,28.500000000,"Ab_min_min7"
,30.100000000,"C#_min"
,32.100000000,"Ab_min_min7"
,36.500000000,"Eb_min_min7"
,45.700000000,"Ab_min_min7"
,48.800000000,"C#_min_min7"
,54.900000000,"Ab_min_min7"
,61.600000000,"C#_min"
,65.000000000,"Eb_dim_min7"
,67.000000000,"C#_min"
,71.000000000,"Ab_min_min7"
,72.400000000,"C#_min"
,73.800000000,"G_maj_maj7"
,77.200000000,"D_maj_maj7"
,77.800000000,"C_aug"
,78.400000000,"G_maj_maj7"
,83.200000000,"D_min_min7"
,85.400000000,"C_maj"
,86.600000000,"B_min_min7"
,88.600000000,"C_maj"
,89.400000000,"Eb_maj_maj7"
,92.900000000,"D_dim_min7"
,94.400000000,"Eb_maj_maj7"
,100.300000000,"B_dim_min7"
,102.200000000,"A_min_min7"
,105.500000000,"Bb_maj_maj7"
,106.800000000,"A_min_min7"
,108.300000000,"D_min_min7"
,118.200000000,"E_maj_maj7"
,124.600000000,"B_maj_min7"
,127.200000000,"D_dim_min7"
,128.600000000,"E_maj_maj7"
,136.600000000,"B_dim_min7"
,137.500000000,"Eb_min_min7"
,138.900000000,"Ab_min_min7"
,141.200000000,"F#_min_min7"
,142.100000000,"C#_min_min7"
,146.300000000,"Eb_dim_min7"
,150.200000000,"F#_min_min7"
,154.300000000,"B_min_min7"
,162.500000000,"D_min_min7"
